Song,Artist(s),year,Month,Day,pri_artist,sec_art_1,sec_art_2
How Do You Talk to an Angel,The Heights,1992,11,14,The Heights,None,None
How Do You Talk to an Angel,The Heights,1992,11,21,The Heights,None,None
I Will Always Love You,Whitney Houston,1992,11,28,Whitney Houston,None,None
I Will Always Love You,Whitney Houston,1992,12,5,Whitney Houston,None,None
I Will Always Love You,Whitney Houston,1992,12,12,Whitney Houston,None,None
I Will Always Love You,Whitney Houston,1992,12,19,Whitney Houston,None,None
I Will Always Love You,Whitney Houston,1992,12,26,Whitney Houston,None,None
I Will Always Love You,Whitney Houston,1993,1,2,Whitney Houston,None,None
I Will Always Love You,Whitney Houston,1993,1,9,Whitney Houston,None,None
I Will Always Love You,Whitney Houston,1993,1,16,Whitney Houston,None,None
I Will Always Love You,Whitney Houston,1993,1,23,Whitney Houston,None,None
I Will Always Love You,Whitney Houston,1993,1,30,Whitney Houston,None,None
I Will Always Love You,Whitney Houston,1993,2,6,Whitney Houston,None,None
I Will Always Love You,Whitney Houston,1993,2,13,Whitney Houston,None,None
I Will Always Love You,Whitney Houston,1993,2,20,Whitney Houston,None,None
I Will Always Love You,Whitney Houston,1993,2,27,Whitney Houston,None,None
A Whole New World,Peabo Bryson and Regina Belle,1993,3,6,Peabo Bryson and Regina Belle,None,None
Informer,Snow,1993,3,13,Snow,None,None
Informer,Snow,1993,3,20,Snow,None,None
Informer,Snow,1993,3,27,Snow,None,None
Informer,Snow,1993,4,3,Snow,None,None
Informer,Snow,1993,4,10,Snow,None,None
Informer,Snow,1993,4,17,Snow,None,None
Informer,Snow,1993,4,24,Snow,None,None
Freak Me,Silk,1993,5,1,Silk,None,None
Freak Me,Silk,1993,5,8,Silk,None,None
That's the Way Love Goes,Janet Jackson,1993,5,15,Janet Jackson,None,None
That's the Way Love Goes,Janet Jackson,1993,5,22,Janet Jackson,None,None
That's the Way Love Goes,Janet Jackson,1993,5,29,Janet Jackson,None,None
That's the Way Love Goes,Janet Jackson,1993,6,5,Janet Jackson,None,None
That's the Way Love Goes,Janet Jackson,1993,6,12,Janet Jackson,None,None
That's the Way Love Goes,Janet Jackson,1993,6,19,Janet Jackson,None,None
That's the Way Love Goes,Janet Jackson,1993,6,26,Janet Jackson,None,None
That's the Way Love Goes,Janet Jackson,1993,7,3,Janet Jackson,None,None
Weak,SWV,1993,7,10,SWV,None,None
Weak,SWV,1993,7,17,SWV,None,None
Can't Help Falling in Love,UB40,1993,7,24,UB40,None,None
Can't Help Falling in Love,UB40,1993,7,31,UB40,None,None
Can't Help Falling in Love,UB40,1993,8,7,UB40,None,None
Can't Help Falling in Love,UB40,1993,8,14,UB40,None,None
Can't Help Falling in Love,UB40,1993,8,21,UB40,None,None
Can't Help Falling in Love,UB40,1993,8,28,UB40,None,None
Can't Help Falling in Love,UB40,1993,9,4,UB40,None,None
Dreamlover,Mariah Carey,1993,9,11,Mariah Carey,None,None
Dreamlover,Mariah Carey,1993,9,18,Mariah Carey,None,None
Dreamlover,Mariah Carey,1993,9,25,Mariah Carey,None,None
Dreamlover,Mariah Carey,1993,10,2,Mariah Carey,None,None
Dreamlover,Mariah Carey,1993,10,9,Mariah Carey,None,None
Dreamlover,Mariah Carey,1993,10,16,Mariah Carey,None,None
Dreamlover,Mariah Carey,1993,10,23,Mariah Carey,None,None
Dreamlover,Mariah Carey,1993,10,30,Mariah Carey,None,None
I'd Do Anything for Love (But I Won't Do That),Meat Loaf,1993,11,6,Meat Loaf,None,None
I'd Do Anything for Love (But I Won't Do That),Meat Loaf,1993,11,13,Meat Loaf,None,None
I'd Do Anything for Love (But I Won't Do That),Meat Loaf,1993,11,20,Meat Loaf,None,None
I'd Do Anything for Love (But I Won't Do That),Meat Loaf,1993,11,27,Meat Loaf,None,None
I'd Do Anything for Love (But I Won't Do That),Meat Loaf,1993,12,4,Meat Loaf,None,None
Again,Janet Jackson,1993,12,11,Janet Jackson,None,None
Again,Janet Jackson,1993,12,18,Janet Jackson,None,None
Hero,Mariah Carey,1993,12,25,Mariah Carey,None,None
Hero,Mariah Carey,1994,1,1,Mariah Carey,None,None
Hero,Mariah Carey,1994,1,8,Mariah Carey,None,None
Hero,Mariah Carey,1994,1,15,Mariah Carey,None,None
All for Love,Bryan Adams / Rod Stewart / Sting,1994,1,22,Bryan Adams / Rod Stewart / Sting,None,None
All for Love,Bryan Adams / Rod Stewart / Sting,1994,1,29,Bryan Adams / Rod Stewart / Sting,None,None
All for Love,Bryan Adams / Rod Stewart / Sting,1994,2,5,Bryan Adams / Rod Stewart / Sting,None,None
The Power of Love,Céline Dion,1994,2,12,Céline Dion,None,None
The Power of Love,Céline Dion,1994,2,19,Céline Dion,None,None
The Power of Love,Céline Dion,1994,2,26,Céline Dion,None,None
The Power of Love,Céline Dion,1994,3,5,Céline Dion,None,None
The Sign,Ace of Base,1994,3,12,Ace of Base,None,None
The Sign,Ace of Base,1994,3,19,Ace of Base,None,None
The Sign,Ace of Base,1994,3,26,Ace of Base,None,None
The Sign,Ace of Base,1994,4,2,Ace of Base,None,None
Bump n' Grind,R. Kelly,1994,4,9,R. Kelly,None,None
Bump n' Grind,R. Kelly,1994,4,16,R. Kelly,None,None
Bump n' Grind,R. Kelly,1994,4,23,R. Kelly,None,None
Bump n' Grind,R. Kelly,1994,4,30,R. Kelly,None,None
The Sign,Ace of Base,1994,5,7,Ace of Base,None,None
The Sign,Ace of Base,1994,5,14,Ace of Base,None,None
I Swear,All-4-One,1994,5,21,All-4-One,None,None
I Swear,All-4-One,1994,5,28,All-4-One,None,None
I Swear,All-4-One,1994,6,4,All-4-One,None,None
I Swear,All-4-One,1994,6,11,All-4-One,None,None
I Swear,All-4-One,1994,6,18,All-4-One,None,None
I Swear,All-4-One,1994,6,25,All-4-One,None,None
I Swear,All-4-One,1994,7,2,All-4-One,None,None
I Swear,All-4-One,1994,7,9,All-4-One,None,None
I Swear,All-4-One,1994,7,16,All-4-One,None,None
I Swear,All-4-One,1994,7,23,All-4-One,None,None
I Swear,All-4-One,1994,7,30,All-4-One,None,None
Stay (I Missed You),Lisa Loeb & Nine Stories,1994,8,6,Lisa Loeb & Nine Stories,None,None
Stay (I Missed You),Lisa Loeb & Nine Stories,1994,8,13,Lisa Loeb & Nine Stories,None,None
Stay (I Missed You),Lisa Loeb & Nine Stories,1994,8,20,Lisa Loeb & Nine Stories,None,None
I'll Make Love to You,Boyz II Men,1994,8,27,Boyz II Men,None,None
I'll Make Love to You,Boyz II Men,1994,9,3,Boyz II Men,None,None
I'll Make Love to You,Boyz II Men,1994,9,10,Boyz II Men,None,None
I'll Make Love to You,Boyz II Men,1994,9,17,Boyz II Men,None,None
I'll Make Love to You,Boyz II Men,1994,9,24,Boyz II Men,None,None
I'll Make Love to You,Boyz II Men,1994,10,1,Boyz II Men,None,None
I'll Make Love to You,Boyz II Men,1994,10,8,Boyz II Men,None,None
I'll Make Love to You,Boyz II Men,1994,10,15,Boyz II Men,None,None
I'll Make Love to You,Boyz II Men,1994,10,22,Boyz II Men,None,None
I'll Make Love to You,Boyz II Men,1994,10,29,Boyz II Men,None,None
I'll Make Love to You,Boyz II Men,1994,11,5,Boyz II Men,None,None
I'll Make Love to You,Boyz II Men,1994,11,12,Boyz II Men,None,None
I'll Make Love to You,Boyz II Men,1994,11,19,Boyz II Men,None,None
I'll Make Love to You,Boyz II Men,1994,11,26,Boyz II Men,None,None
On Bended Knee,Boyz II Men,1994,12,3,Boyz II Men,None,None
On Bended Knee,Boyz II Men,1994,12,10,Boyz II Men,None,None
Here Comes the Hotstepper,Ini Kamoze,1994,12,17,Ini Kamoze,None,None
Here Comes the Hotstepper,Ini Kamoze,1994,12,24,Ini Kamoze,None,None
On Bended Knee,Boyz II Men,1994,12,31,Boyz II Men,None,None
On Bended Knee,Boyz II Men,1995,1,7,Boyz II Men,None,None
On Bended Knee,Boyz II Men,1995,1,14,Boyz II Men,None,None
On Bended Knee,Boyz II Men,1995,1,21,Boyz II Men,None,None
Creep,TLC,1995,1,28,TLC,None,None
Creep,TLC,1995,2,4,TLC,None,None
Creep,TLC,1995,2,11,TLC,None,None
Creep,TLC,1995,2,18,TLC,None,None
Take a Bow,Madonna,1995,2,25,Madonna,None,None
Take a Bow,Madonna,1995,3,4,Madonna,None,None
Take a Bow,Madonna,1995,3,11,Madonna,None,None
Take a Bow,Madonna,1995,3,18,Madonna,None,None
Take a Bow,Madonna,1995,3,25,Madonna,None,None
Take a Bow,Madonna,1995,4,1,Madonna,None,None
Take a Bow,Madonna,1995,4,8,Madonna,None,None
This Is How We Do It,Montell Jordan,1995,4,15,Montell Jordan,None,None
This Is How We Do It,Montell Jordan,1995,4,22,Montell Jordan,None,None
This Is How We Do It,Montell Jordan,1995,4,29,Montell Jordan,None,None
This Is How We Do It,Montell Jordan,1995,5,6,Montell Jordan,None,None
This Is How We Do It,Montell Jordan,1995,5,13,Montell Jordan,None,None
This Is How We Do It,Montell Jordan,1995,5,20,Montell Jordan,None,None
This Is How We Do It,Montell Jordan,1995,5,27,Montell Jordan,None,None
Have You Ever Really Loved a Woman?,Bryan Adams,1995,6,3,Bryan Adams,None,None
Have You Ever Really Loved a Woman?,Bryan Adams,1995,6,10,Bryan Adams,None,None
Have You Ever Really Loved a Woman?,Bryan Adams,1995,6,17,Bryan Adams,None,None
Have You Ever Really Loved a Woman?,Bryan Adams,1995,6,24,Bryan Adams,None,None
Have You Ever Really Loved a Woman?,Bryan Adams,1995,7,1,Bryan Adams,None,None
Waterfalls,TLC,1995,7,8,TLC,None,None
Waterfalls,TLC,1995,7,15,TLC,None,None
Waterfalls,TLC,1995,7,22,TLC,None,None
Waterfalls,TLC,1995,7,29,TLC,None,None
Waterfalls,TLC,1995,8,5,TLC,None,None
Waterfalls,TLC,1995,8,12,TLC,None,None
Waterfalls,TLC,1995,8,19,TLC,None,None
Kiss from a Rose,Seal,1995,8,26,Seal,None,None
You Are Not Alone,Michael Jackson,1995,9,2,Michael Jackson,None,None
Gangsta's Paradise,"Coolio , L.V.",1995,9,9,Coolio ,L.V.,None
Gangsta's Paradise,"Coolio , L.V.",1995,9,16,Coolio ,L.V.,None
Gangsta's Paradise,"Coolio , L.V.",1995,9,23,Coolio ,L.V.,None
Fantasy,Mariah Carey,1995,9,30,Mariah Carey,None,None
Fantasy,Mariah Carey,1995,10,7,Mariah Carey,None,None
Fantasy,Mariah Carey,1995,10,14,Mariah Carey,None,None
Fantasy,Mariah Carey,1995,10,21,Mariah Carey,None,None
Fantasy,Mariah Carey,1995,10,28,Mariah Carey,None,None
Fantasy,Mariah Carey,1995,11,4,Mariah Carey,None,None
Fantasy,Mariah Carey,1995,11,11,Mariah Carey,None,None
Fantasy,Mariah Carey,1995,11,18,Mariah Carey,None,None
Exhale (Shoop Shoop),Whitney Houston,1995,11,25,Whitney Houston,None,None
One Sweet Day,Mariah Carey and Boyz II Men,1995,12,2,Mariah Carey and Boyz II Men,None,None
One Sweet Day,Mariah Carey and Boyz II Men,1995,12,9,Mariah Carey and Boyz II Men,None,None
One Sweet Day,Mariah Carey and Boyz II Men,1995,12,16,Mariah Carey and Boyz II Men,None,None
One Sweet Day,Mariah Carey and Boyz II Men,1995,12,23,Mariah Carey and Boyz II Men,None,None
One Sweet Day,Mariah Carey and Boyz II Men,1995,12,30,Mariah Carey and Boyz II Men,None,None
One Sweet Day,Mariah Carey and Boyz II Men,1996,1,6,Mariah Carey and Boyz II Men,None,None
One Sweet Day,Mariah Carey and Boyz II Men,1996,1,13,Mariah Carey and Boyz II Men,None,None
One Sweet Day,Mariah Carey and Boyz II Men,1996,1,20,Mariah Carey and Boyz II Men,None,None
One Sweet Day,Mariah Carey and Boyz II Men,1996,1,27,Mariah Carey and Boyz II Men,None,None
One Sweet Day,Mariah Carey and Boyz II Men,1996,2,3,Mariah Carey and Boyz II Men,None,None
One Sweet Day,Mariah Carey and Boyz II Men,1996,2,10,Mariah Carey and Boyz II Men,None,None
One Sweet Day,Mariah Carey and Boyz II Men,1996,2,17,Mariah Carey and Boyz II Men,None,None
One Sweet Day,Mariah Carey and Boyz II Men,1996,2,24,Mariah Carey and Boyz II Men,None,None
One Sweet Day,Mariah Carey and Boyz II Men,1996,3,2,Mariah Carey and Boyz II Men,None,None
One Sweet Day,Mariah Carey and Boyz II Men,1996,3,9,Mariah Carey and Boyz II Men,None,None
One Sweet Day,Mariah Carey and Boyz II Men,1996,3,16,Mariah Carey and Boyz II Men,None,None
Because You Loved Me,Céline Dion,1996,3,23,Céline Dion,None,None
Because You Loved Me,Céline Dion,1996,3,30,Céline Dion,None,None
Because You Loved Me,Céline Dion,1996,4,6,Céline Dion,None,None
Because You Loved Me,Céline Dion,1996,4,13,Céline Dion,None,None
Because You Loved Me,Céline Dion,1996,4,20,Céline Dion,None,None
Because You Loved Me,Céline Dion,1996,4,27,Céline Dion,None,None
Always Be My Baby,Mariah Carey,1996,5,4,Mariah Carey,None,None
Always Be My Baby,Mariah Carey,1996,5,11,Mariah Carey,None,None
Tha Crossroads,Bone Thugs-n-Harmony,1996,5,18,Bone Thugs-n-Harmony,None,None
Tha Crossroads,Bone Thugs-n-Harmony,1996,5,25,Bone Thugs-n-Harmony,None,None
Tha Crossroads,Bone Thugs-n-Harmony,1996,6,1,Bone Thugs-n-Harmony,None,None
Tha Crossroads,Bone Thugs-n-Harmony,1996,6,8,Bone Thugs-n-Harmony,None,None
Tha Crossroads,Bone Thugs-n-Harmony,1996,6,15,Bone Thugs-n-Harmony,None,None
Tha Crossroads,Bone Thugs-n-Harmony,1996,6,22,Bone Thugs-n-Harmony,None,None
Tha Crossroads,Bone Thugs-n-Harmony,1996,6,29,Bone Thugs-n-Harmony,None,None
Tha Crossroads,Bone Thugs-n-Harmony,1996,7,6,Bone Thugs-n-Harmony,None,None
How Do U Want It / California Love,"2Pac , K-Ci & JoJo / , Dr. Dre and Roger Troutman",1996,7,13,2Pac ,K-Ci & JoJo /,None
How Do U Want It / California Love,"2Pac , K-Ci & JoJo / , Dr. Dre and Roger Troutman",1996,7,20,2Pac ,K-Ci & JoJo /,None
You're Makin' Me High / Let It Flow,Toni Braxton,1996,7,27,Toni Braxton,None,None
Macarena (Bayside Boys Mix),Los del Río,1996,8,3,Los del Río,None,None
Macarena (Bayside Boys Mix),Los del Río,1996,8,10,Los del Río,None,None
Macarena (Bayside Boys Mix),Los del Río,1996,8,17,Los del Río,None,None
Macarena (Bayside Boys Mix),Los del Río,1996,8,24,Los del Río,None,None
Macarena (Bayside Boys Mix),Los del Río,1996,8,31,Los del Río,None,None
Macarena (Bayside Boys Mix),Los del Río,1996,9,7,Los del Río,None,None
Macarena (Bayside Boys Mix),Los del Río,1996,9,14,Los del Río,None,None
Macarena (Bayside Boys Mix),Los del Río,1996,9,21,Los del Río,None,None
Macarena (Bayside Boys Mix),Los del Río,1996,9,28,Los del Río,None,None
Macarena (Bayside Boys Mix),Los del Río,1996,10,5,Los del Río,None,None
Macarena (Bayside Boys Mix),Los del Río,1996,10,12,Los del Río,None,None
Macarena (Bayside Boys Mix),Los del Río,1996,10,19,Los del Río,None,None
Macarena (Bayside Boys Mix),Los del Río,1996,10,26,Los del Río,None,None
Macarena (Bayside Boys Mix),Los del Río,1996,11,2,Los del Río,None,None
No Diggity,"Blackstreet , Dr. Dre",1996,11,9,Blackstreet ,Dr. Dre,None
No Diggity,"Blackstreet , Dr. Dre",1996,11,16,Blackstreet ,Dr. Dre,None
No Diggity,"Blackstreet , Dr. Dre",1996,11,23,Blackstreet ,Dr. Dre,None
No Diggity,"Blackstreet , Dr. Dre",1996,11,30,Blackstreet ,Dr. Dre,None
Un-Break My Heart,Toni Braxton,1996,12,7,Toni Braxton,None,None
Un-Break My Heart,Toni Braxton,1996,12,14,Toni Braxton,None,None
Un-Break My Heart,Toni Braxton,1996,12,21,Toni Braxton,None,None
Un-Break My Heart,Toni Braxton,1996,12,28,Toni Braxton,None,None
Un-Break My Heart,Toni Braxton,1997,1,4,Toni Braxton,None,None
Un-Break My Heart,Toni Braxton,1997,1,11,Toni Braxton,None,None
Un-Break My Heart,Toni Braxton,1997,1,18,Toni Braxton,None,None
Un-Break My Heart,Toni Braxton,1997,1,25,Toni Braxton,None,None
Un-Break My Heart,Toni Braxton,1997,2,1,Toni Braxton,None,None
Un-Break My Heart,Toni Braxton,1997,2,8,Toni Braxton,None,None
Un-Break My Heart,Toni Braxton,1997,2,15,Toni Braxton,None,None
Wannabe,Spice Girls,1997,2,22,Spice Girls,None,None
Wannabe,Spice Girls,1997,3,1,Spice Girls,None,None
Wannabe,Spice Girls,1997,3,8,Spice Girls,None,None
Wannabe,Spice Girls,1997,3,15,Spice Girls,None,None
Can't Nobody Hold Me Down,"Puff Daddy , Mase",1997,3,22,Puff Daddy ,Mase,None
Can't Nobody Hold Me Down,"Puff Daddy , Mase",1997,3,29,Puff Daddy ,Mase,None
Can't Nobody Hold Me Down,"Puff Daddy , Mase",1997,4,5,Puff Daddy ,Mase,None
Can't Nobody Hold Me Down,"Puff Daddy , Mase",1997,4,12,Puff Daddy ,Mase,None
Can't Nobody Hold Me Down,"Puff Daddy , Mase",1997,4,19,Puff Daddy ,Mase,None
Can't Nobody Hold Me Down,"Puff Daddy , Mase",1997,4,26,Puff Daddy ,Mase,None
Hypnotize,The Notorious B.I.G.,1997,5,3,The Notorious B.I.G.,None,None
Hypnotize,The Notorious B.I.G.,1997,5,10,The Notorious B.I.G.,None,None
Hypnotize,The Notorious B.I.G.,1997,5,17,The Notorious B.I.G.,None,None
MMMBop,Hanson,1997,5,24,Hanson,None,None
MMMBop,Hanson,1997,5,31,Hanson,None,None
MMMBop,Hanson,1997,6,7,Hanson,None,None
I'll Be Missing You,"Puff Daddy and Faith Evans , 112",1997,6,14,Puff Daddy and Faith Evans ,112,None
I'll Be Missing You,"Puff Daddy and Faith Evans , 112",1997,6,21,Puff Daddy and Faith Evans ,112,None
I'll Be Missing You,"Puff Daddy and Faith Evans , 112",1997,6,28,Puff Daddy and Faith Evans ,112,None
I'll Be Missing You,"Puff Daddy and Faith Evans , 112",1997,7,5,Puff Daddy and Faith Evans ,112,None
I'll Be Missing You,"Puff Daddy and Faith Evans , 112",1997,7,12,Puff Daddy and Faith Evans ,112,None
I'll Be Missing You,"Puff Daddy and Faith Evans , 112",1997,7,19,Puff Daddy and Faith Evans ,112,None
I'll Be Missing You,"Puff Daddy and Faith Evans , 112",1997,7,26,Puff Daddy and Faith Evans ,112,None
I'll Be Missing You,"Puff Daddy and Faith Evans , 112",1997,8,2,Puff Daddy and Faith Evans ,112,None
I'll Be Missing You,"Puff Daddy and Faith Evans , 112",1997,8,9,Puff Daddy and Faith Evans ,112,None
I'll Be Missing You,"Puff Daddy and Faith Evans , 112",1997,8,16,Puff Daddy and Faith Evans ,112,None
I'll Be Missing You,"Puff Daddy and Faith Evans , 112",1997,8,23,Puff Daddy and Faith Evans ,112,None
Mo Money Mo Problems,"The Notorious B.I.G. , Puff Daddy and Mase",1997,8,30,The Notorious B.I.G. ,Puff Daddy,Mase
Mo Money Mo Problems,"The Notorious B.I.G. , Puff Daddy and Mase",1997,9,6,The Notorious B.I.G. ,Puff Daddy,Mase
Honey,Mariah Carey,1997,9,13,Mariah Carey,None,None
Honey,Mariah Carey,1997,9,20,Mariah Carey,None,None
Honey,Mariah Carey,1997,9,27,Mariah Carey,None,None
4 Seasons of Loneliness,Boyz II Men,1997,10,4,Boyz II Men,None,None
Candle in the Wind 1997 /Something About the Way You Look Tonight,Elton John,1997,10,11,Elton John,None,None
Candle in the Wind 1997 /Something About the Way You Look Tonight,Elton John,1997,10,18,Elton John,None,None
Candle in the Wind 1997 /Something About the Way You Look Tonight,Elton John,1997,10,25,Elton John,None,None
Candle in the Wind 1997 /Something About the Way You Look Tonight,Elton John,1997,11,1,Elton John,None,None
Candle in the Wind 1997 /Something About the Way You Look Tonight,Elton John,1997,11,8,Elton John,None,None
Candle in the Wind 1997 /Something About the Way You Look Tonight,Elton John,1997,11,15,Elton John,None,None
Candle in the Wind 1997 /Something About the Way You Look Tonight,Elton John,1997,11,22,Elton John,None,None
Candle in the Wind 1997 /Something About the Way You Look Tonight,Elton John,1997,11,29,Elton John,None,None
Candle in the Wind 1997 /Something About the Way You Look Tonight,Elton John,1997,12,6,Elton John,None,None
Candle in the Wind 1997 /Something About the Way You Look Tonight,Elton John,1997,12,13,Elton John,None,None
Candle in the Wind 1997 /Something About the Way You Look Tonight,Elton John,1997,12,20,Elton John,None,None
Candle in the Wind 1997 /Something About the Way You Look Tonight,Elton John,1997,12,27,Elton John,None,None
Something About the Way You Look Tonight / Candle in the Wind 1997,Elton John,1998,1,3,Elton John,None,None
Something About the Way You Look Tonight / Candle in the Wind 1997,Elton John,1998,1,10,Elton John,None,None
Truly Madly Deeply,Savage Garden,1998,1,17,Savage Garden,None,None
Truly Madly Deeply,Savage Garden,1998,1,24,Savage Garden,None,None
Together Again,Janet,1998,1,31,Janet,None,None
Together Again,Janet,1998,2,7,Janet,None,None
Nice & Slow,Usher,1998,2,14,Usher,None,None
Nice & Slow,Usher,1998,2,21,Usher,None,None
My Heart Will Go On,Céline Dion,1998,2,28,Céline Dion,None,None
My Heart Will Go On,Céline Dion,1998,3,7,Céline Dion,None,None
Gettin' Jiggy wit It”,Will Smith,1998,3,14,Will Smith,None,None
Gettin' Jiggy wit It”,Will Smith,1998,3,21,Will Smith,None,None
Gettin' Jiggy wit It”,Will Smith,1998,3,28,Will Smith,None,None
All My Life,K-Ci & JoJo,1998,4,4,K-Ci & JoJo,None,None
All My Life,K-Ci & JoJo,1998,4,11,K-Ci & JoJo,None,None
All My Life,K-Ci & JoJo,1998,4,18,K-Ci & JoJo,None,None
Too Close,Next,1998,4,25,Next,None,None
Too Close,Next,1998,5,2,Next,None,None
Too Close,Next,1998,5,9,Next,None,None
Too Close,Next,1998,5,16,Next,None,None
My All,Mariah Carey,1998,5,23,Mariah Carey,None,None
Too Close,Next,1998,5,30,Next,None,None
The Boy Is Mine,Brandy and Monica,1998,6,6,Brandy and Monica,None,None
The Boy Is Mine,Brandy and Monica,1998,6,13,Brandy and Monica,None,None
The Boy Is Mine,Brandy and Monica,1998,6,20,Brandy and Monica,None,None
The Boy Is Mine,Brandy and Monica,1998,6,27,Brandy and Monica,None,None
The Boy Is Mine,Brandy and Monica,1998,7,4,Brandy and Monica,None,None
The Boy Is Mine,Brandy and Monica,1998,7,11,Brandy and Monica,None,None
The Boy Is Mine,Brandy and Monica,1998,7,18,Brandy and Monica,None,None
The Boy Is Mine,Brandy and Monica,1998,7,25,Brandy and Monica,None,None
The Boy Is Mine,Brandy and Monica,1998,8,1,Brandy and Monica,None,None
The Boy Is Mine,Brandy and Monica,1998,8,8,Brandy and Monica,None,None
The Boy Is Mine,Brandy and Monica,1998,8,15,Brandy and Monica,None,None
The Boy Is Mine,Brandy and Monica,1998,8,22,Brandy and Monica,None,None
The Boy Is Mine,Brandy and Monica,1998,8,29,Brandy and Monica,None,None
I Don't Want to Miss a Thing,Aerosmith,1998,9,5,Aerosmith,None,None
I Don't Want to Miss a Thing,Aerosmith,1998,9,12,Aerosmith,None,None
I Don't Want to Miss a Thing,Aerosmith,1998,9,19,Aerosmith,None,None
I Don't Want to Miss a Thing,Aerosmith,1998,9,26,Aerosmith,None,None
The First Night,Monica,1998,10,3,Monica,None,None
The First Night,Monica,1998,10,10,Monica,None,None
One Week,Barenaked Ladies,1998,10,17,Barenaked Ladies,None,None
The First Night,Monica,1998,10,24,Monica,None,None
The First Night,Monica,1998,10,31,Monica,None,None
The First Night,Monica,1998,11,7,Monica,None,None
Doo Wop (That Thing),Lauryn Hill,1998,11,14,Lauryn Hill,None,None
Doo Wop (That Thing),Lauryn Hill,1998,11,21,Lauryn Hill,None,None
Lately,Divine,1998,11,28,Divine,None,None
I'm Your Angel,R. Kelly and Céline Dion,1998,12,5,R. Kelly and Céline Dion,None,None
I'm Your Angel,R. Kelly and Céline Dion,1998,12,12,R. Kelly and Céline Dion,None,None
I'm Your Angel,R. Kelly and Céline Dion,1998,12,19,R. Kelly and Céline Dion,None,None
I'm Your Angel,R. Kelly and Céline Dion,1998,12,26,R. Kelly and Céline Dion,None,None
I'm Your Angel,R. Kelly and Céline Dion,1999,1,2,R. Kelly and Céline Dion,None,None
I'm Your Angel,R. Kelly and Céline Dion,1999,1,9,R. Kelly and Céline Dion,None,None
Have You Ever?,Brandy,1999,1,16,Brandy,None,None
Have You Ever?,Brandy,1999,1,23,Brandy,None,None
...Baby One More Time,Britney Spears,1999,1,30,Britney Spears,None,None
...Baby One More Time,Britney Spears,1999,2,6,Britney Spears,None,None
Angel of Mine,Monica,1999,2,13,Monica,None,None
Angel of Mine,Monica,1999,2,20,Monica,None,None
Angel of Mine,Monica,1999,2,27,Monica,None,None
Angel of Mine,Monica,1999,3,6,Monica,None,None
Believe,Cher,1999,3,13,Cher,None,None
Believe,Cher,1999,3,20,Cher,None,None
Believe,Cher,1999,3,27,Cher,None,None
Believe,Cher,1999,4,3,Cher,None,None
No Scrubs,TLC,1999,4,10,TLC,None,None
No Scrubs,TLC,1999,4,17,TLC,None,None
No Scrubs,TLC,1999,4,24,TLC,None,None
No Scrubs,TLC,1999,5,1,TLC,None,None
Livin' la Vida Loca,Ricky Martin,1999,5,8,Ricky Martin,None,None
Livin' la Vida Loca,Ricky Martin,1999,5,15,Ricky Martin,None,None
Livin' la Vida Loca,Ricky Martin,1999,5,22,Ricky Martin,None,None
Livin' la Vida Loca,Ricky Martin,1999,5,29,Ricky Martin,None,None
Livin' la Vida Loca,Ricky Martin,1999,6,5,Ricky Martin,None,None
If You Had My Love,Jennifer Lopez,1999,6,12,Jennifer Lopez,None,None
If You Had My Love,Jennifer Lopez,1999,6,19,Jennifer Lopez,None,None
If You Had My Love,Jennifer Lopez,1999,6,26,Jennifer Lopez,None,None
If You Had My Love,Jennifer Lopez,1999,7,3,Jennifer Lopez,None,None
If You Had My Love,Jennifer Lopez,1999,7,10,Jennifer Lopez,None,None
"Bills, Bills, Bills",Destiny's Child,1999,7,17,Destiny's Child,None,None
Wild Wild West,"Will Smith , Dru Hill and Kool Moe Dee",1999,7,24,Will Smith ,Dru Hill,Kool Moe Dee
Genie in a Bottle,Christina Aguilera,1999,7,31,Christina Aguilera,None,None
Genie in a Bottle,Christina Aguilera,1999,8,7,Christina Aguilera,None,None
Genie in a Bottle,Christina Aguilera,1999,8,14,Christina Aguilera,None,None
Genie in a Bottle,Christina Aguilera,1999,8,21,Christina Aguilera,None,None
Genie in a Bottle,Christina Aguilera,1999,8,28,Christina Aguilera,None,None
Bailamos,Enrique Iglesias,1999,9,4,Enrique Iglesias,None,None
Bailamos,Enrique Iglesias,1999,9,11,Enrique Iglesias,None,None
Unpretty,TLC,1999,9,18,TLC,None,None
Unpretty,TLC,1999,9,25,TLC,None,None
Unpretty,TLC,1999,10,2,TLC,None,None
Heartbreaker,"Mariah Carey , Jay-Z",1999,10,9,Mariah Carey ,Jay-Z,None
Heartbreaker,"Mariah Carey , Jay-Z",1999,10,16,Mariah Carey ,Jay-Z,None
Smooth,"Santana , Rob Thomas",1999,10,23,Santana ,Rob Thomas,None
Smooth,"Santana , Rob Thomas",1999,10,30,Santana ,Rob Thomas,None
Smooth,"Santana , Rob Thomas",1999,11,6,Santana ,Rob Thomas,None
Smooth,"Santana , Rob Thomas",1999,11,13,Santana ,Rob Thomas,None
Smooth,"Santana , Rob Thomas",1999,11,20,Santana ,Rob Thomas,None
Smooth,"Santana , Rob Thomas",1999,11,27,Santana ,Rob Thomas,None
Smooth,"Santana , Rob Thomas",1999,12,4,Santana ,Rob Thomas,None
Smooth,"Santana , Rob Thomas",1999,12,11,Santana ,Rob Thomas,None
