Song,Artist(s),year,Month,Day,pri_artist,sec_art_1,sec_art_2,SongTitle,PriArtName
rock me amadeus,Falco,1986,3,29,falco,None,None,Rock Me Amadeus,Falco
rock me amadeus,Falco,1986,4,5,falco,None,None,Rock Me Amadeus,Falco
rock me amadeus,Falco,1986,4,12,falco,None,None,Rock Me Amadeus,Falco
kiss,Prince and the Revolution,1986,4,19,prince and the revolution,None,None,Kiss,Prince and the Revolution
kiss,Prince and the Revolution,1986,4,26,prince and the revolution,None,None,Kiss,Prince and the Revolution
addicted to love,Robert Palmer,1986,5,3,robert palmer,None,None,Addicted to Love,Robert Palmer
west end girls,Pet Shop Boys,1986,5,10,pet shop boys,None,None,West End Girls,Pet Shop Boys
greatest love of all,Whitney Houston,1986,5,17,whitney houston,None,None,Greatest Love of All,Whitney Houston
greatest love of all,Whitney Houston,1986,5,24,whitney houston,None,None,Greatest Love of All,Whitney Houston
greatest love of all,Whitney Houston,1986,5,31,whitney houston,None,None,Greatest Love of All,Whitney Houston
live to tell,Madonna,1986,6,7,madonna,None,None,Live to Tell,Madonna
on my own,Patti LaBelle and Michael McDonald,1986,6,14,patti labelle and michael mcdonald,None,None,On My Own,Patti LaBelle and Michael McDonald
on my own,Patti LaBelle and Michael McDonald,1986,6,21,patti labelle and michael mcdonald,None,None,On My Own,Patti LaBelle and Michael McDonald
on my own,Patti LaBelle and Michael McDonald,1986,6,28,patti labelle and michael mcdonald,None,None,On My Own,Patti LaBelle and Michael McDonald
therell be sad songs to make you cry,Billy Ocean,1986,7,5,billy ocean,None,None,There'll Be Sad Songs (To Make You Cry),Billy Ocean
holding back the years,Simply Red,1986,7,12,simply red,None,None,Holding Back the Years,Simply Red
invisible touch,Genesis,1986,7,19,genesis,None,None,Invisible Touch,Genesis
sledgehammer,Peter Gabriel,1986,7,26,peter gabriel,None,None,Sledgehammer,Peter Gabriel
glory of love,Peter Cetera,1986,8,2,peter cetera,None,None,Glory of Love,Peter Cetera
glory of love,Peter Cetera,1986,8,9,peter cetera,None,None,Glory of Love,Peter Cetera
papa dont preach,Madonna,1986,8,16,madonna,None,None,Papa Don't Preach,Madonna
papa dont preach,Madonna,1986,8,23,madonna,None,None,Papa Don't Preach,Madonna
higher love,Steve Winwood,1986,8,30,steve winwood,None,None,Higher Love,Steve Winwood
venus,Bananarama,1986,9,6,bananarama,None,None,Venus,Bananarama
take my breath away,Berlin,1986,9,13,berlin,None,None,Take My Breath Away,Berlin
stuck with you,Huey Lewis and the News,1986,9,20,huey lewis and the news,None,None,Stuck with You,Huey Lewis and the News
stuck with you,Huey Lewis and the News,1986,9,27,huey lewis and the news,None,None,Stuck with You,Huey Lewis and the News
stuck with you,Huey Lewis and the News,1986,10,4,huey lewis and the news,None,None,Stuck with You,Huey Lewis and the News
when i think of you,Janet Jackson,1986,10,11,janet jackson,None,None,When I Think of You,Janet Jackson
when i think of you,Janet Jackson,1986,10,18,janet jackson,None,None,When I Think of You,Janet Jackson
true colors,Cyndi Lauper,1986,10,25,cyndi lauper,None,None,True Colors,Cyndi Lauper
true colors,Cyndi Lauper,1986,11,1,cyndi lauper,None,None,True Colors,Cyndi Lauper
amanda,Boston,1986,11,8,boston,None,None,Amanda,Boston
amanda,Boston,1986,11,15,boston,None,None,Amanda,Boston
human,The Human League,1986,11,22,the human league,None,None,Human,The Human League
you give love a bad name,Bon Jovi,1986,11,29,bon jovi,None,None,You Give Love a Bad Name,Bon Jovi
the next time i fall,Peter Cetera and Amy Grant,1986,12,6,peter cetera and amy grant,None,None,The Next Time I Fall,Peter Cetera and Amy Grant
the way it is,Bruce Hornsby & the Range,1986,12,13,bruce hornsby and the range,None,None,The Way It Is,Bruce Hornsby & the Range
walk like an egyptian,The Bangles,1986,12,20,the bangles,None,None,Walk Like an Egyptian,The Bangles
walk like an egyptian,The Bangles,1986,12,27,the bangles,None,None,Walk Like an Egyptian,The Bangles
walk like an egyptian,The Bangles,1987,1,3,the bangles,None,None,Walk Like an Egyptian,The Bangles
walk like an egyptian,The Bangles,1987,1,10,the bangles,None,None,Walk Like an Egyptian,The Bangles
shake you down,Gregory Abbott,1987,1,17,gregory abbott,None,None,Shake You Down,Gregory Abbott
at this moment,Billy Vera and the Beaters,1987,1,24,billy vera and the beaters,None,None,At This Moment,Billy Vera and the Beaters
at this moment,Billy Vera and the Beaters,1987,1,31,billy vera and the beaters,None,None,At This Moment,Billy Vera and the Beaters
open your heart,Madonna,1987,2,7,madonna,None,None,Open Your Heart,Madonna
livin on a prayer,Bon Jovi,1987,2,14,bon jovi,None,None,Livin' on a Prayer,Bon Jovi
livin on a prayer,Bon Jovi,1987,2,21,bon jovi,None,None,Livin' on a Prayer,Bon Jovi
livin on a prayer,Bon Jovi,1987,2,28,bon jovi,None,None,Livin' on a Prayer,Bon Jovi
livin on a prayer,Bon Jovi,1987,3,7,bon jovi,None,None,Livin' on a Prayer,Bon Jovi
jacobs ladder,Huey Lewis and the News,1987,3,14,huey lewis and the news,None,None,Jacob's Ladder,Huey Lewis and the News
lean on me,Club Nouveau,1987,3,21,club nouveau,None,None,Lean on Me,Club Nouveau
lean on me,Club Nouveau,1987,3,28,club nouveau,None,None,Lean on Me,Club Nouveau
nothings gonna stop us now,Starship,1987,4,4,starship,None,None,Nothing's Gonna Stop Us Now,Starship
nothings gonna stop us now,Starship,1987,4,11,starship,None,None,Nothing's Gonna Stop Us Now,Starship
i knew you were waiting for me,Aretha Franklin and George Michael,1987,4,18,aretha franklin and george michael,None,None,I Knew You Were Waiting (For Me),Aretha Franklin and George Michael
i knew you were waiting for me,Aretha Franklin and George Michael,1987,4,25,aretha franklin and george michael,None,None,I Knew You Were Waiting (For Me),Aretha Franklin and George Michael
i just died in your arms,Cutting Crew,1987,5,2,cutting crew,None,None,(I Just) Died in Your Arms,Cutting Crew
i just died in your arms,Cutting Crew,1987,5,9,cutting crew,None,None,(I Just) Died in Your Arms,Cutting Crew
with or without you,U2,1987,5,16,u2,None,None,With or Without You,U2
with or without you,U2,1987,5,23,u2,None,None,With or Without You,U2
with or without you,U2,1987,5,30,u2,None,None,With or Without You,U2
you keep me hangin on,Kim Wilde,1987,6,6,kim wilde,None,None,You Keep Me Hangin' On,Kim Wilde
always,Atlantic Starr,1987,6,13,atlantic starr,None,None,Always,Atlantic Starr
head to toe,Lisa Lisa and Cult Jam,1987,6,20,lisa lisa and cult jam,None,None,Head to Toe,Lisa Lisa and Cult Jam
i wanna dance with somebody who loves me,Whitney Houston,1987,6,27,whitney houston,None,None,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston
i wanna dance with somebody who loves me,Whitney Houston,1987,7,4,whitney houston,None,None,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston
alone,Heart,1987,7,11,heart,None,None,Alone,Heart
alone,Heart,1987,7,18,heart,None,None,Alone,Heart
alone,Heart,1987,7,25,heart,None,None,Alone,Heart
shakedown,Bob Seger,1987,8,1,bob seger,None,None,Shakedown,Bob Seger
i still havent found what im looking for,U2,1987,8,8,u2,None,None,I Still Haven't Found What I'm Looking For,U2
i still havent found what im looking for,U2,1987,8,15,u2,None,None,I Still Haven't Found What I'm Looking For,U2
whos that girl,Madonna,1987,8,22,madonna,None,None,Who's That Girl,Madonna
la bamba,Los Lobos,1987,8,29,los lobos,None,None,La Bamba,Los Lobos
la bamba,Los Lobos,1987,9,5,los lobos,None,None,La Bamba,Los Lobos
la bamba,Los Lobos,1987,9,12,los lobos,None,None,La Bamba,Los Lobos
i just cant stop loving you,Michael Jackson with Siedah Garrett,1987,9,19,michael jackson with siedah garrett,None,None,I Just Can't Stop Loving You,Michael Jackson with Siedah Garrett
didnt we almost have it all,Whitney Houston,1987,9,26,whitney houston,None,None,Didn't We Almost Have It All,Whitney Houston
didnt we almost have it all,Whitney Houston,1987,10,3,whitney houston,None,None,Didn't We Almost Have It All,Whitney Houston
here i go again,Whitesnake,1987,10,10,whitesnake,None,None,Here I Go Again,Whitesnake
lost in emotion,Lisa Lisa and Cult Jam,1987,10,17,lisa lisa and cult jam,None,None,Lost in Emotion,Lisa Lisa and Cult Jam
bad,Michael Jackson,1987,10,24,michael jackson,None,None,Bad,Michael Jackson
bad,Michael Jackson,1987,10,31,michael jackson,None,None,Bad,Michael Jackson
i think were alone now,Tiffany,1987,11,7,tiffany,None,None,I Think We're Alone Now,Tiffany
i think were alone now,Tiffany,1987,11,14,tiffany,None,None,I Think We're Alone Now,Tiffany
mony mony,Billy Idol,1987,11,21,billy idol,None,None,Mony Mony,Billy Idol
ive had the time of my life,Bill Medley and Jennifer Warnes,1987,11,28,bill medley and jennifer warnes,None,None,(I've Had) The Time of My Life,Bill Medley and Jennifer Warnes
heaven is a place on earth,Belinda Carlisle,1987,12,5,belinda carlisle,None,None,Heaven Is a Place on Earth,Belinda Carlisle
faith,George Michael,1987,12,12,george michael,None,None,Faith,George Michael
faith,George Michael,1987,12,19,george michael,None,None,Faith,George Michael
faith,George Michael,1987,12,26,george michael,None,None,Faith,George Michael
faith,George Michael,1988,1,2,george michael,None,None,Faith,George Michael
so emotional,Whitney Houston,1988,1,9,whitney houston,None,None,So Emotional,Whitney Houston
got my mind set on you,George Harrison,1988,1,16,george harrison,None,None,Got My Mind Set on You,George Harrison
the way you make me feel,Michael Jackson,1988,1,23,michael jackson,None,None,The Way You Make Me Feel,Michael Jackson
need you tonight,INXS,1988,1,30,inxs,None,None,Need You Tonight,INXS
couldve been,Tiffany,1988,2,6,tiffany,None,None,Could've Been,Tiffany
couldve been,Tiffany,1988,2,13,tiffany,None,None,Could've Been,Tiffany
seasons change,Exposé,1988,2,20,expose,None,None,Seasons Change,Exposé
father figure,George Michael,1988,2,27,george michael,None,None,Father Figure,George Michael
father figure,George Michael,1988,3,5,george michael,None,None,Father Figure,George Michael
never gonna give you up,Rick Astley,1988,3,12,rick astley,None,None,Never Gonna Give You Up,Rick Astley
never gonna give you up,Rick Astley,1988,3,19,rick astley,None,None,Never Gonna Give You Up,Rick Astley
man in the mirror,Michael Jackson,1988,3,26,michael jackson,None,None,Man in the Mirror,Michael Jackson
man in the mirror,Michael Jackson,1988,4,2,michael jackson,None,None,Man in the Mirror,Michael Jackson
get outta my dreams get into my car,Billy Ocean,1988,4,9,billy ocean,None,None,"Get Outta My Dreams, Get into My Car",Billy Ocean
get outta my dreams get into my car,Billy Ocean,1988,4,16,billy ocean,None,None,"Get Outta My Dreams, Get into My Car",Billy Ocean
where do broken hearts go,Whitney Houston,1988,4,23,whitney houston,None,None,Where Do Broken Hearts Go,Whitney Houston
where do broken hearts go,Whitney Houston,1988,4,30,whitney houston,None,None,Where Do Broken Hearts Go,Whitney Houston
wishing well,Terence Trent D'Arby,1988,5,7,terence trent darby,None,None,Wishing Well,Terence Trent D'Arby
anything for you,Gloria Estefan and Miami Sound Machine,1988,5,14,gloria estefan and miami sound machine,None,None,Anything for You,Gloria Estefan and Miami Sound Machine
anything for you,Gloria Estefan and Miami Sound Machine,1988,5,21,gloria estefan and miami sound machine,None,None,Anything for You,Gloria Estefan and Miami Sound Machine
one more try,George Michael,1988,5,28,george michael,None,None,One More Try,George Michael
one more try,George Michael,1988,6,4,george michael,None,None,One More Try,George Michael
one more try,George Michael,1988,6,11,george michael,None,None,One More Try,George Michael
together forever,Rick Astley,1988,6,18,rick astley,None,None,Together Forever,Rick Astley
foolish beat,Debbie Gibson,1988,6,25,debbie gibson,None,None,Foolish Beat,Debbie Gibson
dirty diana,Michael Jackson,1988,7,2,michael jackson,None,None,Dirty Diana,Michael Jackson
the flame,Cheap Trick,1988,7,9,cheap trick,None,None,The Flame,Cheap Trick
the flame,Cheap Trick,1988,7,16,cheap trick,None,None,The Flame,Cheap Trick
hold on to the nights,Richard Marx,1988,7,23,richard marx,None,None,Hold On to the Nights,Richard Marx
roll with it,Steve Winwood,1988,7,30,steve winwood,None,None,Roll With It,Steve Winwood
roll with it,Steve Winwood,1988,8,6,steve winwood,None,None,Roll With It,Steve Winwood
roll with it,Steve Winwood,1988,8,13,steve winwood,None,None,Roll With It,Steve Winwood
roll with it,Steve Winwood,1988,8,20,steve winwood,None,None,Roll With It,Steve Winwood
monkey,George Michael,1988,8,27,george michael,None,None,Monkey,George Michael
monkey,George Michael,1988,9,3,george michael,None,None,Monkey,George Michael
sweet child o mine,Guns N' Roses,1988,9,10,guns n roses,None,None,Sweet Child o' Mine,Guns N' Roses
sweet child o mine,Guns N' Roses,1988,9,17,guns n roses,None,None,Sweet Child o' Mine,Guns N' Roses
dont worry be happy,Bobby McFerrin,1988,9,24,bobby mcferrin,None,None,"Don't Worry, Be Happy",Bobby McFerrin
dont worry be happy,Bobby McFerrin,1988,10,1,bobby mcferrin,None,None,"Don't Worry, Be Happy",Bobby McFerrin
love bites,Def Leppard,1988,10,8,def leppard,None,None,Love Bites,Def Leppard
red red wine,UB40,1988,10,15,ub40,None,None,Red Red Wine,UB40
a groovy kind of love,Phil Collins,1988,10,22,phil collins,None,None,A Groovy Kind of Love,Phil Collins
a groovy kind of love,Phil Collins,1988,10,29,phil collins,None,None,A Groovy Kind of Love,Phil Collins
kokomo,The Beach Boys,1988,11,5,the beach boys,None,None,Kokomo,The Beach Boys
wild wild west,The Escape Club,1988,11,12,the escape club,None,None,"Wild, Wild West",The Escape Club
bad medicine,Bon Jovi,1988,11,19,bon jovi,None,None,Bad Medicine,Bon Jovi
bad medicine,Bon Jovi,1988,11,26,bon jovi,None,None,Bad Medicine,Bon Jovi
baby i love your wayfreebird medley,Will to Power,1988,12,3,will to power,None,None,"Baby, I Love Your Way/Freebird Medley",Will to Power
look away,Chicago,1988,12,10,chicago,None,None,Look Away,Chicago
look away,Chicago,1988,12,17,chicago,None,None,Look Away,Chicago
every rose has its thorn,Poison,1988,12,24,poison,None,None,Every Rose Has Its Thorn,Poison
every rose has its thorn,Poison,1988,12,31,poison,None,None,Every Rose Has Its Thorn,Poison
every rose has its thorn,Poison,1989,1,7,poison,None,None,Every Rose Has Its Thorn,Poison
my prerogative,Bobby Brown,1989,1,14,bobby brown,None,None,My Prerogative,Bobby Brown
two hearts,Phil Collins,1989,1,21,phil collins,None,None,Two Hearts,Phil Collins
two hearts,Phil Collins,1989,1,28,phil collins,None,None,Two Hearts,Phil Collins
when im with you,Sheriff,1989,2,4,sheriff,None,None,When I'm with You,Sheriff
straight up,Paula Abdul,1989,2,11,paula abdul,None,None,Straight Up,Paula Abdul
straight up,Paula Abdul,1989,2,18,paula abdul,None,None,Straight Up,Paula Abdul
straight up,Paula Abdul,1989,2,25,paula abdul,None,None,Straight Up,Paula Abdul
lost in your eyes,Debbie Gibson,1989,3,4,debbie gibson,None,None,Lost in Your Eyes,Debbie Gibson
lost in your eyes,Debbie Gibson,1989,3,11,debbie gibson,None,None,Lost in Your Eyes,Debbie Gibson
lost in your eyes,Debbie Gibson,1989,3,18,debbie gibson,None,None,Lost in Your Eyes,Debbie Gibson
the living years,Mike + the Mechanics,1989,3,25,mike + the mechanics,None,None,The Living Years,Mike + the Mechanics
eternal flame,The Bangles,1989,4,1,the bangles,None,None,Eternal Flame,The Bangles
the look,Roxette,1989,4,8,roxette,None,None,The Look,Roxette
she drives me crazy,Fine Young Cannibals,1989,4,15,fine young cannibals,None,None,She Drives Me Crazy,Fine Young Cannibals
like a prayer,Madonna,1989,4,22,madonna,None,None,Like a Prayer,Madonna
like a prayer,Madonna,1989,4,29,madonna,None,None,Like a Prayer,Madonna
like a prayer,Madonna,1989,5,6,madonna,None,None,Like a Prayer,Madonna
ill be there for you,Bon Jovi,1989,5,13,bon jovi,None,None,I'll Be There for You,Bon Jovi
forever your girl,Paula Abdul,1989,5,20,paula abdul,None,None,Forever Your Girl,Paula Abdul
forever your girl,Paula Abdul,1989,5,27,paula abdul,None,None,Forever Your Girl,Paula Abdul
rock on,Michael Damian,1989,6,3,michael damian,None,None,Rock On,Michael Damian
wind beneath my wings,Bette Midler,1989,6,10,bette midler,None,None,Wind Beneath My Wings,Bette Midler
ill be loving you forever,New Kids on the Block,1989,6,17,new kids on the block,None,None,I'll Be Loving You (Forever),New Kids on the Block
satisfied,Richard Marx,1989,6,24,richard marx,None,None,Satisfied,Richard Marx
baby dont forget my number,Milli Vanilli,1989,7,1,milli vanilli,None,None,Baby Don't Forget My Number,Milli Vanilli
